Artist;Song;Genre;Arrangement Title;Arranger;Difficulty;Shop;Link;Performance Link;Notes
Queen;We Will Rock You;rock;Queen Greatest Hits;Peter Kleine Schaars;3;rundel.de;https://www.rundel.de/en/article/queen_greatest_hits/DHP1115045;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. Bohemian Rhapsody, Another One Bites the Dust, Crazy Little Thing Called Love, We Will Rock You, We Are the Champions. Also abel.at
Queen;We Will Rock You;rock;Queen Medley;Masamicz Amano;3.5;rundel.de;https://www.rundel.de/en/article/queen_medley/DHP1196177;https://www.youtube.com/watch?v=8sLRoMCXYFM;medley incl. Don't Stop Me Now, We Will Rock You, We Are the Champions, I Was Born to Love You. Also abel.at
Radiohead;Creep;rock;Creep;Chris M. Bernotas;2.5;alfred.com;https://www.alfred.com/products/creep-00-50499;https://www.youtube.com/watch?v=XFXZX74jXkU;Belwin Pop Young Band, Alfred #00-50499, Concert Band, Grade 2½, opt. electric guitar. Also hebu-music.com
Radiohead;Creep;rock;Creep;Nick Baratta;3;alfred.com;https://www.alfred.com/products/creep-00-49635;https://www.youtube.com/watch?v=XFXZX74jXkU;Mega Sounds for Marching Band, Alfred #00-49635, Grade 3, 1:45
Robbie Williams;Angels;pop;Angels;Jan van Kraeydonck;3;hebu-music.com;https://www.hebu-music.com/index.php/en/article/robbie-williams/bernaerts-music/angels.1024722/;https://www.youtube.com/watch?v=luwAMFcc2f8;Bernaerts Music, arr. for Blasorchester/Fanfare/Brass Band. Also: Sykes brass band (Alfred, solidbrassmusic.com), Birch Flugelhorn solo + brass band (Birch Music)
Robbie Williams;Millennium;pop;;;;;;https://www.youtube.com/watch?v=ROM2dY2Xo2U;no arrangement
Rolling Stones;(I Can't Get No) Satisfaction;rock;Hard Rock Stones;Markus Götz;4;rundel.de;https://www.rundel.de/en/article/hard_rock_stones/MVSR2943;https://www.youtube.com/watch?v=nrIPsFjAlEg;MVSR2943. Concert band medley incl. Satisfaction, plus other rock songs. Also 'The Rolling Stones on Tour' (ALF39550) and 'Rolling Stones 50 Years Medley' (GE467).
Rolling Stones;Paint It Black;rock;The Rolling Stones on Tour;;3;rundel.de;https://www.rundel.de/en/article/the_rolling_stones_on_tour/ALF39550;https://www.youtube.com/watch?v=O4irfJWnDcM;ALF39550. Concert band medley incl. Paint It Black, Satisfaction, others.
Rolling Stones;Start Me Up;rock;Rolling Stones - 50 Years Medley;;3.5;rundel.de;https://www.rundel.de/en/article/rolling_stones_50_years_medley/GE467;https://www.youtube.com/watch?v=Rbm6GXllBiw;GE467. Concert band medley incl. Start Me Up, Honky Tonk Woman, The Last Time, Let's Spend The Night Together.
Sam Smith;Writing's on the Wall;pop;Writing's on the Wall;;1.5;rundel.de;https://www.rundel.de/de/artikel/writing_s_on_the_wall/HL04004622;https://www.youtube.com/watch?v=8jK0AJDyJh4;HL04004622. James Bond theme. Concert band arrangement.
Sex Pistols;God Save the Queen;punk;;;;;;https://www.youtube.com/watch?v=y8K1tPQxBac;No wind/brass arrangement found at abel/rundel/halleonard.
Slade;Cum On Feel the Noize;rock;;;;;;https://www.youtube.com/watch?v=J1zPMAVBa0w;No wind/brass arrangement found at abel/rundel/halleonard.
Spice Girls;Wannabe;pop;Wannabe;Paul Murtha;3;blasmusik-shop.de;https://www.blasmusik-shop.de/Wannabe;https://www.youtube.com/watch?v=gJLqpMhW5Bw;Hal Leonard #HL08724616, Blasorchester, 3:00
Status Quo;Down Down;rock;;;;;;https://www.youtube.com/watch?v=66sm8aNhTeQ;No wind/brass arrangement found at abel.at, rundel.de, or halleonard.com after honest search. Performance: Status Quo TopPop 1975.
Status Quo;In the Army Now;rock;;;;;;https://www.youtube.com/watch?v=J18mVGUCEwo;No wind/brass arrangement found at abel.at, rundel.de, or halleonard.com after honest search. Performance: Status Quo official music video.
Status Quo;Rockin' All Over the World;rock;;;;;;https://www.youtube.com/watch?v=eEO6v-YiS00;No wind/brass arrangement found at abel.at, rundel.de, or halleonard.com after honest search. Performance: Status Quo official video.
Sweet;Ballroom Blitz;rock;;;;;;https://www.youtube.com/watch?v=BxMcBm3EjSA;No wind/brass arrangement found at abel/rundel/halleonard.
T. Rex;Get It On;rock;;;;;;https://www.youtube.com/watch?v=v6mNkTK1hCo;No wind/brass arrangement found at abel.at, rundel.de, or halleonard.com after honest search. Performance: T. Rex Top of the Pops 1971.
Take That;Back for Good;pop;;;;;;https://www.youtube.com/watch?v=nqoI0Uo8bwI;No wind/brass arrangement found at abel/rundel/halleonard.
The Animals;The House of the Rising Sun;rock;The House of the Rising Sun;Bill Holcombe;4;musicianspublications.com;https://www.windrep.org/House_of_the_Rising_Sun,_The;https://www.youtube.com/watch?v=BICGbp9BvNA;Musicians Publications 1970, Grade IV, ~6:00. Traditional song, Animals arrangement. Also Drew Dickey clarinet-solo+wind-ensemble (Grade V)
The Beatles;A Hard Day's Night;rock;The Symphonic Beatles (Medley);John Cacavas;4;rundel.de;https://www.rundel.de/en/article/the_symphonic_beatles/HL04001529;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. A Hard Day's Night, Yesterday, I Want To Hold Your Hand, Michelle, Hey Jude (Hal Leonard)
The Beatles;All My Loving;rock;Meet the Beatles! (Medley);Johnnie Vinson;1.5;rundel.de;https://www.rundel.de/en/article/meet_the_beatles/HL04003903;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. I Want to Hold Your Hand, Till There Was You, All My Loving (Hal Leonard)
The Beatles;All You Need Is Love;rock;A Beatles Anthology;Gerald Oswald (arr. Toshio Mashima);3;rundel.de;https://www.rundel.de/en/article/a_beatles_anthology/M2107.17;https://www.youtube.com/watch?v=UxWNMmO3EJc;medley incl. All You Need Is Love, Yellow Submarine, Twist and Shout, Hey Jude (Mitropa)
The Beatles;Get Back;rock;Best of the Beatles (Flex-Band);John Moss;2;rundel.de;https://www.rundel.de/en/article/best_of_the_beatles_flex_band/HL04002951;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. Ticket to Ride, Hey Jude, Get Back (Hal Leonard flex)
The Beatles;Hey Jude;rock;Hey Jude;;1;rundel.de;https://www.rundel.de/en/beginning_pops/c-262;https://www.youtube.com/watch?v=_Kft9ZAZmys;Beginning Pops Grade 1+ HL04151017
The Beatles;Hey Jude;rock;A Beatles Anthology;Gerald Oswald (arr. Toshio Mashima);3;rundel.de;https://www.rundel.de/en/article/a_beatles_anthology/M2107.17;https://www.youtube.com/watch?v=UxWNMmO3EJc;medley incl. All You Need Is Love, Yellow Submarine, Twist and Shout, Hey Jude (Mitropa)
The Beatles;Hey Jude;rock;The Symphonic Beatles (Medley);John Cacavas;4;rundel.de;https://www.rundel.de/en/article/the_symphonic_beatles/HL04001529;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. A Hard Day's Night, Yesterday, I Want To Hold Your Hand, Michelle, Hey Jude (Hal Leonard)
The Beatles;Hey Jude;rock;Best of the Beatles (Flex-Band);John Moss;2;rundel.de;https://www.rundel.de/en/article/best_of_the_beatles_flex_band/HL04002951;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. Ticket to Ride, Hey Jude, Get Back (Hal Leonard flex)
The Beatles;I Want to Hold Your Hand;rock;The Symphonic Beatles (Medley);John Cacavas;4;rundel.de;https://www.rundel.de/en/article/the_symphonic_beatles/HL04001529;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. A Hard Day's Night, Yesterday, I Want To Hold Your Hand, Michelle, Hey Jude (Hal Leonard)
The Beatles;I Want to Hold Your Hand;rock;Meet the Beatles! (Medley);Johnnie Vinson;1.5;rundel.de;https://www.rundel.de/en/article/meet_the_beatles/HL04003903;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. I Want to Hold Your Hand, Till There Was You, All My Loving (Hal Leonard)
The Beatles;Michelle;rock;The Symphonic Beatles (Medley);John Cacavas;4;rundel.de;https://www.rundel.de/en/article/the_symphonic_beatles/HL04001529;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. A Hard Day's Night, Yesterday, I Want To Hold Your Hand, Michelle, Hey Jude (Hal Leonard)
The Beatles;Penny Lane;rock;Pop and Rock Legends: Music of the Beatles;Michael Sweeney;4;halleonard.com;https://www.halleonard.com/product/4045720/pop-and-rock-legends-music-of-the-beatles;https://www.youtube.com/watch?v=S-r_85pJmRs;Concert Band medley incl Penny Lane
The Beatles;Ticket to Ride;rock;Best of the Beatles (Flex-Band);John Moss;2;rundel.de;https://www.rundel.de/en/article/best_of_the_beatles_flex_band/HL04002951;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. Ticket to Ride, Hey Jude, Get Back (Hal Leonard flex)
The Beatles;Till There Was You;rock;Meet the Beatles! (Medley);Johnnie Vinson;1.5;rundel.de;https://www.rundel.de/en/article/meet_the_beatles/HL04003903;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. I Want to Hold Your Hand, Till There Was You, All My Loving (Hal Leonard)
The Beatles;Twist and Shout;rock;A Beatles Anthology;Gerald Oswald (arr. Toshio Mashima);3;rundel.de;https://www.rundel.de/en/article/a_beatles_anthology/M2107.17;https://www.youtube.com/watch?v=UxWNMmO3EJc;medley incl. All You Need Is Love, Yellow Submarine, Twist and Shout, Hey Jude (Mitropa)
The Beatles;Yellow Submarine;rock;A Beatles Anthology;Gerald Oswald (arr. Toshio Mashima);3;rundel.de;https://www.rundel.de/en/article/a_beatles_anthology/M2107.17;https://www.youtube.com/watch?v=UxWNMmO3EJc;medley incl. All You Need Is Love, Yellow Submarine, Twist and Shout, Hey Jude (Mitropa)
The Beatles;Yesterday;rock;Yesterday;;1;rundel.de;https://www.rundel.de/en/beginning_pops/c-262;https://www.youtube.com/watch?v=NpQZpO3HV8w;Beginning Pops Grade 1+ HL04151017
The Beatles;Yesterday;rock;The Symphonic Beatles (Medley);John Cacavas;4;rundel.de;https://www.rundel.de/en/article/the_symphonic_beatles/HL04001529;https://www.youtube.com/watch?v=mQQlnKbE1hQ;medley incl. A Hard Day's Night, Yesterday, I Want To Hold Your Hand, Michelle, Hey Jude (Hal Leonard)
The Clash;London Calling;rock;;;;;;https://www.youtube.com/watch?v=zX1rkGARkfg;No wind/brass arrangement found at abel/rundel/halleonard.
The Cure;Friday I'm in Love;rock;;;;;;https://www.youtube.com/watch?v=khR0Oakuh8Y;No wind/brass arrangement found at abel/rundel/halleonard.
The Kinks;You Really Got Me;rock;;;;;;https://www.youtube.com/watch?v=_dHK6hLNTAI;no published wind/band arrangement found at abel/rundel/halleonard/alle-noten/blasmusik-shop/stretta/alfred/hebu
The Pogues;Dirty Old Town;rock;Dirty Old Town;Paul Johnson;3;sheetmusicdirect.com;https://www.sheetmusicdirect.com/se/ID_No_1544833/Product.aspx;https://www.youtube.com/watch?v=8D-mrHNDIAc;Brass Band arrangement by Paul Johnson. Ewan MacColl (Pogues version)
The Pogues;Fairytale of New York;rock;Fairytale of New York;Sean O'Loughlin;3;halleonard.com;https://www.halleonard.com/product/04004328/fairytale-of-new-york;https://www.youtube.com/watch?v=j9jBDgPlizQ;Young Concert Band
The Police;Every Breath You Take;rock;The Police on Stage;;3;rundel.de;https://www.rundel.de/en/article/the_police_on_stage/M1810.10;https://www.youtube.com/watch?v=OMOGaugKpzs;Molenaar M1810 medley incl Every Breath, Roxanne, Message in a Bottle. Also HL Easy Jazz Ensemble.
The Police;Message in a Bottle;rock;The Police Medley (Don't Stand So Close to Me / Every Breath You Take / Can't Stand Losing You / Roxanne / Message in a Bottle);Robert Fienga;3;all-sheetmusic.com;https://www.all-sheetmusic.com/Concert-Band/Police-nr.html;https://www.youtube.com/watch?v=Mb3iPP-tHdA;Editions Robert Martin EDR-STIN04978-CO, Concert Band Score, ~15:00, EUR 52.95. Medley of 5 Police songs. Also Skelly brass quintet (SMD 636085, level 5)
The Police;Roxanne;rock;The Police on Stage;;3;rundel.de;https://www.rundel.de/en/article/the_police_on_stage/M1810.10;https://www.youtube.com/watch?v=3T1cG7kzRQQ;Same M1810.10 Police medley.
The Specials;Ghost Town;rock;;;;;;https://www.youtube.com/watch?v=W4vfCICVMOs;No wind/brass arrangement found at abel/rundel/halleonard.
The Who;Baba O'Riley;rock;;;;;;https://www.youtube.com/watch?v=x2KRpRmf7mM;No wind/brass arrangement found at abel/rundel/halleonard.
UB40;Red Red Wine;pop;;;;;;https://www.youtube.com/watch?v=zXginGOkbZk;No wind/brass arrangement found at abel/rundel/halleonard.
Adele;Skyfall;film;Skyfall;Jay Bocook;3;halleonard.com;https://www.halleonard.com/product/4003359/skyfall;https://www.youtube.com/watch?v=DeumyOzKqgI;Young Concert Band, Score & Parts. Also Discovery Plus (HL0435684?) flex. No other shops.
John Barry;Goldfinger;film;Bond... James Bond;Stephen Bulla;4;abel.at;https://www.abel.at/de/produkt/bond-james-bond;https://www.youtube.com/watch?v=HIMJItZYy7U;medley incl Goldfinger
Monty Norman;James Bond Theme;film;The James Bond Theme;Jan van Kraeydonck;3;abel.at;https://www.abel.at/de/produkt/james-bond-theme2;https://www.youtube.com/watch?v=HIMJItZYy7U;Blasorchester 3:24
Benjamin Britten;Simple Symphony;classical;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard
Benjamin Britten;Young Person's Guide to the Orchestra;classical;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard
Edward Elgar;Nimrod;classical;Nimrod;Franco Cesarini;3.5;rundel.de;https://www.rundel.de/de/artikel/nimrod/WB85035;https://www.youtube.com/watch?v=lYumQC421iE;Boosey & Hawkes
Edward Elgar;Pomp & Circumstance No.1;classical;Pomp and Circumstance March No.1;Albert Loritz;4.5;rundel.de;https://www.rundel.de/de/artikel/pomp_and_circumstance_no_1/MVSR0312;https://www.youtube.com/watch?v=hqbDwCZQ7sU;Blasorchester
Edward Elgar;Salut d'Amour;classical;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard (violin/piano/orchestra)
Eric Coates;Dambusters March;classical;The Dam Busters March;Douglas E. Wagner;3;alfred.com;https://www.windrep.org/Dam_Busters_March,_The;https://www.youtube.com/watch?v=G1HEPyL1QFc;Alfred Music 2004, SKU 00-CBM04002, Grade III, $70 S&P / $9 score. Wind Repertory Project reference page
Eric Coates;Knightsbridge March;classical;Knightsbridge March;John Cacavas;4;-;https://www.windrep.org/Knightsbridge_March;https://www.youtube.com/watch?v=XQGYKFWbYbk;Chappell 1970, Grade IV, OUT OF PRINT (secondhand only). Also arr. Gerrard Williams (London Suite full) & Yoder (1940). Wind Repertory Project reference page
Gustav Holst;I Vow to Thee My Country;classical;I Vow to Thee My Country;Paul Murtha;3;halleonard.com;https://www.halleonard.com/product/04007895;https://www.youtube.com/watch?v=bvouc8Qs_MI;Young Concert Band, $70, Level 3. Performance not arrangement-specific (Royal Marines Festival of Remembrance).
Gustav Holst;Jupiter;classical;Jupiter, The Bringer of Jollity;James Curnow;3;abel.at;https://www.abel.at/de/produkt/jupiter-the-bringer1;https://www.youtube.com/watch?v=BSyLauxdwtw;Blasorchester 7:40
Gustav Holst;Mars (from The Planets);classical;Mars (from The Planets);Johnnie Vinson;2.5;halleonard.com;https://www.halleonard.com/product/04002798;;Flex-Band Grade 3, $65
Gustav Holst;Venus (from The Planets);classical;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard
Henry Purcell / Jeremiah Clarke;Trumpet Voluntary / Rondeau;classical;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard (homepage mention only, no product page)
Ralph Vaughan Williams;English Folk Song Suite;classical;English Folk Song Suite;;3;abel.at;https://www.abel.at/de/produkt/english-folk-song;https://www.youtube.com/watch?v=X9a0ym35R6I;Blasorchester 10:50
Ralph Vaughan Williams;Greensleeves Fantasy;classical;Greensleeves (incl Schweizerstimmen);Alfred Reed;2.5;abel.at;https://www.abel.at/de/produkt/greensleeves-37381;;Blasorchester
Ralph Vaughan Williams;The Lark Ascending;classical;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard (violin/orchestra only)
Ralph McTell;Streets of London;folk;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard
Ralph Vaughan Williams;Fantasia on Greensleeves;folk;Fantasia on Greensleeves;Douglas E. Wagner;4;hebu-music.com;https://www.hebu-music.com/en/article/ralph-vaughan-williams/alfred-publishing/fantasia-on-greensleeves-concert-band.240421;https://www.youtube.com/watch?v=2u6mQ3Cw9iA;Alfred Publishing, HeBu #157933, Concert Band, Grade 4, €118
Traditional;Amazing Grace;folk;Amazing Grace;Jay Dawson;3;halleonard.com;https://www.halleonard.com/product/40001077;https://www.youtube.com/watch?v=ksJTQY4ASmI;Concert Band, $80, Level 3. Performance not arrangement-specific (Camas High School Combined Band).
Traditional;Coulter's Candy;folk;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard
Traditional;Danny Boy;folk;Danny Boy (Londonderry Air);Warren Barker;3;rundel.de;https://www.rundel.de/de/artikel/danny_boy/BAR0122375;https://www.youtube.com/watch?v=DquA6KyHTos;Concert Band, Anglo Music. Performance not arrangement-specific (Celtic Woman).
Traditional;Greensleeves;folk;Greensleeves;Alfred Reed;3;barnhouse.com;https://www.windrep.org/Greensleeves;https://www.youtube.com/watch?v=GCb1b3aQ5As;C.L. Barnhouse 1993, Grade III, $65 S&P / $7 score. Wind Repertory Project reference page
Traditional;Scarborough Fair;folk;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard
Traditional Scottish;Auld Lang Syne;folk;Old Scottish Melody: Auld Lang Syne;Charles Wiley;3;hebu-music.com;https://www.hebu-music.com/en/article/traditional/trn-music-co/old-scottish-melody-auld-lang-syne.181070/;https://www.youtube.com/watch?v=rDlMOI442-U;TRN Music Co., HeBu #181070, Grade 3, €91. Also: Story/Smith (Alfred), van Lijnschooten (Molenaar), Chattaway (Barnhouse), Petrillo (Scomegna), Kreid (HeBu), Webster (Jelena)
Traditional Scottish;Flower of Scotland;folk;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard
Traditional Scottish;Highland Cathedral;folk;Highland Cathedral;Jay Dawson;3;halleonard.com;https://www.halleonard.com/product/4001203;https://www.youtube.com/watch?v=_RE3OS9bz_Y;Young Concert Band, $75, Level 3. Performance not arrangement-specific (Southampton Concert Band).
Andrew Lloyd Webber;Andrew Lloyd Webber Medley;musical;Andrew Lloyd Webber: A Concert Celebration;Johnnie Brymer / Michael Custer;4;halleonard.com;https://www.halleonard.com/product/04001557;;Concert Band, $80, Level 4
Andrew Lloyd Webber;Any Dream Will Do (from Joseph);musical;Any Dream Will Do;Zbysek Bittmar;3;rundel.de;https://www.rundel.de/de/artikel/any_dream_will_do/MVSR2109;;Rundel Music
Andrew Lloyd Webber;Cats;musical;Cats (Songs from the Musical);Johan de Meij;4;rundel.de;https://www.rundel.de/de/artikel/cats_/AM207;;Amstel Concert Band, Brilliant Light Music
Andrew Lloyd Webber;Cats;musical;Cats, Highlights from;Johnnie Vinson;3;halleonard.com;https://www.halleonard.com/product/04001006;;Young Concert Band, $70, Level 3
Andrew Lloyd Webber;Cats;musical;CATS, Selections From;John Edmondson;4;halleonard.com;https://www.halleonard.com/product/04014140;;HL Concert Band Series, $80
Andrew Lloyd Webber;Don't Cry for Me Argentina;musical;Don't Cry For Me Argentina;Ron Sebregts;3;rundel.de;https://www.rundel.de/de/artikel/don_t_cry_for_me_argentina/DH970960;https://www.youtube.com/watch?v=-CsgprecMMs;De Haske, Brilliant Light Music. Performance not arrangement-specific (Lucy Thomas).
Andrew Lloyd Webber;Don't Cry for Me Argentina;musical;Don't Cry for Me Argentina;Michael Sweeney;3;halleonard.com;https://www.halleonard.com/product/04313020;https://www.youtube.com/watch?v=-CsgprecMMs;Young Concert Band, $60, Level 3. Performance not arrangement-specific (Lucy Thomas).
Andrew Lloyd Webber;Evita;musical;Highlights from Evita;John Moss;3;halleonard.com;https://www.halleonard.com/product/04001686;;Young Concert Band, $65, Level 3
Andrew Lloyd Webber;Joseph and the Amazing Technicolor Dreamcoat;musical;Joseph and the Amazing Technicolor Dreamcoat;Michael Sweeney;3;halleonard.com;https://www.halleonard.com/product/04001095;;Young Concert Band, $75, Level 3
Andrew Lloyd Webber;Memory (from Cats);musical;Memory (from Cats);Frank Cofield;3;halleonard.com;https://www.halleonard.com/product/04326600;;Young Concert Band, $60, Level 3
Andrew Lloyd Webber;The Music of the Night;musical;The Music of the Night;Paul Lavender;1;rundel.de;https://www.rundel.de/de/artikel/the_music_of_the_night/HL24823058;;First Concepts, Hal Leonard 30303130
Andrew Lloyd Webber;The Phantom of the Opera;musical;The Phantom of the Opera (Medley);Johan de Meij;4.5;rundel.de;https://www.rundel.de/de/artikel/phantom_of_the_opera_/AM181;https://www.youtube.com/watch?v=ZFBq0isrwHE;Amstel Concert Band, Brilliant Light Music. Performance not arrangement-specific (de Meij concert).
Andrew Lloyd Webber;The Phantom of the Opera;musical;The Phantom of the Opera (Medley from);Johnnie Vinson;3;halleonard.com;https://www.halleonard.com/product/08720060;;Young Concert Band, $80, Level 3
Andrew Lloyd Webber;The Phantom of the Opera;musical;Phantom of the Opera (Main Theme);Paul Jennings;1;rundel.de;https://www.rundel.de/de/artikel/phantom_of_the_opera_/HL24823054;;First Concepts, Hal Leonard 30303130
Howard Goodall;Blackadder Theme;film;;;;;;https://www.youtube.com/watch?v=057fXeHqjKI;"no published wind/band arrangement found at abel/rundel/halleonard/alle-noten/blasmusik-shop/stretta/alfred/hebu. Goodall published by Faber Music; themes exist for piano/choir only"
Lionel Bart;Oliver!;musical;Oliver! Selections;Leyden;3;-;https://www.windrep.org/Oliver!;https://www.youtube.com/watch?v=H6QPc0wzYvM;Hollis Music 1960, ~8:20, OUT OF PRINT (secondhand only). Wind Repertory Project reference page
Loch Lomond (Traditional);The Bonnie Banks o' Loch Lomond;folk;Loch Lomond (c/b);JaRod Hall;2;hebu-music.com;https://www.hebu-music.com/en/article/traditional/fjh-music-company/loch-lomond-c-b.982755;https://www.youtube.com/watch?v=APTR1zjp2OA;FJH Music Company catalog# B1856, concert band, duration 3:59, price €66.00, grade 2-2+. Also listed on MakeMusic Interactive. Note: Kinyon arrangement referenced on same page was not individually resolvable — omitted.
Pulp;Common People;rock;;;;;;https://www.youtube.com/watch?v=nqIuXdloXzM;no published wind/band arrangement found at abel/rundel/halleonard/alle-noten/blasmusik-shop/stretta/alfred/hebu
Suede;Beautiful Ones;rock;;;;;;https://www.youtube.com/watch?v=xqovGKdgAXY;no published wind/band arrangement found at abel/rundel/halleonard/alle-noten/blasmusik-shop/stretta/alfred/hebu
The Damned;New Rose;punk;;;;;;https://www.youtube.com/watch?v=TUxFQ5QBiYk;no published wind/band arrangement found at abel/rundel/halleonard/alle-noten/blasmusik-shop/stretta/alfred/hebu
The Pogues;Dirty Old Town / Sickbed of Cúchulainn;rock;-;;;;-;;no published wind/brass arrangement found at abel/rundel/halleonard
